,title,price,size,avg_rating,taste,score,description,brand,country,state,spirit_type,spirit_style,reviews
1167,McIvor Finest Scotch Whisky,11.99,750ml,2.0, ,-1," Scotland- Nutty nose welcomes a dry body with a sweet character. Buttered caramel consumes the palate with slight pepper notes that appear towards the smooth, medium length finish. ",McIvor,Scotland,NA,Scotch,Blended Scotch,
1168,Michel Couvreur 12 Yr Malt Scotch Whiskey,69.99,750ml,4.7, Rich . Nut . Vanilla . Balanced ,-1," Scotland- This bottling is the vatting of 54 malt whiskies between 12 and 27 years old. On the palate it is initially light, with features emerging slowly: almond-peat, cashew, golden brown sugar, wheat. The finish is whisper-quiet, loaded with vanilla and toasted almond. ",Michel Couvreur,Scotland,NA,Scotch,Single Malt,"{'review_1': {'review_desc': '    A Mellow One.   ', 'review_cont': ' Michel Couvreur\'s ""Overaged Malt Whisky"" (as this is now called) is a blend of 12-year-old (minimum) Scottish single malts, that are then then ""married"" for a period in sherry casks in caves in Burgundy, France. Smooth as silk! ', 'review_scor': '4'}}"
1169,Michel Couvreur Pale Single-Single Malt Scotch Whisky,99.99,750ml,-1, Intense . Spice . Sherry . Long ,-1," France - Michel Couvreur is a Belgium-born negociant who imports Scotch whiskies to his facilities in Burgundywhere they undergo a slow aging process in sherry casks. Aged for over 12 years, and has developed entrancing notes of lavender, violet, honey, berry fruit, pear and spice. ",Michel Couvreur,Scotland,NA,Scotch,Single Malt,No Reviews
1170,Mikkeller Black Whiskey Version B,84.99,750ml,-1, ,-1, Denmark - The very popular brewer - Mikkeller is making spirits now! This whiskey begins as Mikkeller's famous black stout then it is distilled into whiskey then aged in Bourbon Barrels. Enjoy on the rocks! ,Mikkeller,Denmark,NA,Scotch,Single Malt,No Reviews
1171,Mikkeller Black Whiskey Version O,84.99,750ml,-1, ,-1, Denmark - The very popular brewer - Mikkeller is making spirits now! This whiskey begins as Mikkeller's famous black stout then it is distilled into whiskey then aged in Oloroso Barrels. Enjoy on the rocks! ,Mikkeller,Denmark,NA,Scotch,Single Malt,No Reviews
1172,Mikkeller Black Whiskey Version R,84.99,750ml,-1, ,-1, Denmark - The very popular brewer - Mikkeller is making spirits now! This whiskey begins as Mikkeller's famous black stout then it is distilled into whiskey and aged in Rum Barrels. Enjoy on the rocks or with mix with cola. ,Mikkeller,Denmark,NA,Scotch,Single Malt,No Reviews
1173,Monarch of the Glen 12yr Blended Scotch Whisky,18.99,750ml,4.7, Rich . Nut . Oak . Balanced ,88," Scotland- Candy store mix of toffee and fruit bonbons. Gorgeously silky with barley followed by a welter of light fruity punches. Tangerine segments and a slow bitter build; charming, fruity and a blend to put your feet up with. Double Gold Medal - San Francisco Spirits Competition. ",Monarch Of The Glen,Scotland,NA,Scotch,Blended Scotch,"{'review_1': {'review_desc': '    Best yet from TW picks   ', 'review_cont': "" Of the several blended scotches I've had from TW, this has been my favorite.  The notes of this one are in line with the Monarch 8yr, which I've also had.  On the nose I got apricot, a mocha/coffee note and then something like a honey-lemon gum drop.  The taste is mostly malt, followed with coffee, caramel and something a little more herbal on the finish, almost like one of those Ricola cough drops.  I think there are a good range of flavors that blend nicely together, especially for a sub $20 bottle of scotch.  The only thing I didn't pick up was much of a smoke/peat note.  So if you really like a smoky scotch, you might be disappointed.  For myself, I will continue sampling different TW scotches, with this being my benchmark for now. "", 'review_scor': '5'}}"
1174,Monarch of the Glen 15yr Blended Scotch Whisky,21.99,750ml,4.0, Rich . Spice . Oak . Long ,-1," Scotland- Created using a range of the highest quality malt whiskies from Speyside and Highland regions. Blended with the purest grain whisky from the Lowlands. Complex with vanilla oaky flavor, fruity ester aromas, and a spicy character. Silver Medal-San Francisco Spirits Competition. ",Monarch Of The Glen,Scotland,NA,Scotch,Blended Scotch,"{'review_1': {'review_desc': '    Good   ', 'review_cont': "" Very good blended scotch whiskey.....and you can't beat the price! "", 'review_scor': '4'}}"
1175,Monarch of the Glen 3yr Blended Scotch Whisky,9.99,750ml,4.4, Delicate . Spice . Honey . Vanilla . Balanced ,88," Scotland- Created using a range of the highest quality malt whiskies from Speyside and Highland regions. Crisp aroma, mellow taste and sweet richness. Silver Medal - San Francisco Spirits Competition. ",Monarch Of The Glen,Scotland,NA,Scotch,Blended Scotch,"{'review_1': {'review_desc': '    Great whiskey/Excellent Value   ', 'review_cont': "" It's not extemely complex but it does have character. It taste like it has a high malt content with no grainy taste. Great Scotch overall! "", 'review_scor': '5'}}"
1176,Monarch of the Glen 8yr Blended Scotch Whisky,14.99,750ml,4.0, Delicate . Vanilla . Floral . Balanced ,-1, Scotland- Created using a range of the highest quality malt whiskies from the Speyside and Highland regions and blended expertly together with the purest grain whisky from the Lowlands. Increased vanilla sweetness with rounded floral and light fruit notes. Best with a bit of water. ,Monarch Of The Glen,Scotland,NA,Scotch,Blended Scotch,"{'review_1': {'review_desc': '    Tasty drink, good value   ', 'review_cont': "" The nose leads in with apricot and caramel apple, then tails off with lightly roasted coffe.  The taste is straightforward and is predominated by malt, honey and caramel.I'm still relatively new to scotch but this came across as more pleasurable than some well known blends I've had.  It has a medium to full body and generally a fuller mouth feel than what you'd expect from a modestly priced blend.  There is none of the sharp, thin flavors that can be found in some blends.  I wouldn't call it complex whiskey, but what is there is well rounded and pleasant. "", 'review_scor': '4'}}"
1177,Monkey Shoulder Scotch Whisky,23.99,750ml,3.9, ,93, Scotland- A beautiful scotch with floral aromas blended with zesty citrus and fresh fruit along with subtle hints of honey and spiced oak. Rich vanilla flavor with sweet brown sugar and creamy toffee balanced with notes of oak and dashes of spice. IWSC Gold Medal Winner ,Monkey Shoulder,Scotland,NA,Scotch,Blended Scotch,"{'review_1': {'review_desc': '    Hard pass   ', 'review_cont': ' Do yourself a favor and grab some johnnie black or some chivas. Even teachers is MUCH better than this swill. ', 'review_scor': '2'}}"
1178,Montgomerie's Aberfeldy Single Malt Scotch Whisky,99.99,750ml,-1, Rich . Cinnamon . Floral . Complex ,-1," Highlands, Scotland - Select single cask collection aimed to capture the distinct flavors of the Highland region of Scotland. Rich aromas of fruit and malt. A Rich full body of seet malts subtle oak. Enjoy neat. ",Montgomerie's,Scotland,Highland,Scotch,Single Malt,No Reviews
1179,Montgomerie's Ben Nevis 95 Single Malt Scotch Whisky,79.99,750ml,4.5, Rich . Oak . Caramel . Long ,90," Highlands, Scotland - Select single cask collection aimed to capture the distinct flavors of the Highland region of Scotland. Delicate aromas of sweet spice and malt. Balanced full body of caramel, spice and subtle oak. Enjoy neat. Silver Medal- San Francisco Spirits Competition. ",Montgomerie's,Scotland,Highland,Scotch,Single Malt,"{'review_1': {'review_desc': '    Better than some mainstream   ', 'review_cont': ' reminded me of Glenlivet 12 years. Sweet but not too sweet, and smooth. ', 'review_scor': '4'}}"
1180,Montgomerie's Ben Nevis 97 Single Malt Scotch Whisky,99.99,750ml,-1, Rich . Orange . Pepper . Spice . Complex ,-1," Highlands, Scotland - Select single cask collection aimed to capture the distinct flavors of the Highland region of Scotland. A rich sweetish malt with aromas of orange and a soft peppery, spicy finish. ",Montgomerie's,Scotland,Highland,Scotch,Single Malt,No Reviews
1181,Montgomerie's Caol lla Single Malt Scotch Whisky,124.99,750ml,5.0, Rich . Peat . Salt . Complex ,-1," Islay, Scotland - Select single cask collection aimed to capture the distinct flavors of the Islay region of Scotland. Gental smokey peat aromas and sweet malt give way to sea salt with a long smokey finish. Enjoy neat or with a drop of mineral water. ",Montgomerie's,Scotland,Islay & Islands,Scotch,Single Malt,
1182,Montgomerie's Glen Moray Single Malt Scotch Whisky,89.99,750ml,-1, Medium . Spice . Baked Fruit . Long ,-1," Speyside, Scotland - Select single cask collection aimed to capture the distinct flavors of the Speyside region of Scotland. Soft fruity nose, sweet and creamy on the palate with a smooth finish. Enjoy neat. ",Montgomerie's,Scotland,Speyside,Scotch,Single Malt,No Reviews
1183,Montgomerie's Glen Ord Single Malt Scotch Whisky,99.99,750ml,-1, Rich . Cedar . Vanilla . Long ,-1," Highlands, Scotland - Select single cask collection aimed to capture the distinct flavors of the Highland region of Scotland. A full nose of rich malt and a round flavors or caramel and malt with a long warming finish. Enjoy neat. ",Montgomerie's,Scotland,Highland,Scotch,Single Malt,No Reviews
1184,Montgomerie's Tobermory Single Malt Scotch Whisky,99.99,750ml,3.7, Delicate . Oak . Caramel . Balanced ,96," Highlands, Scotland- Select single cask collection aimed to capture the distinct flavors of the Scotland's lsle of Mull. Characterized by its peaty smokiness and oily texture with prominent notes of dried fruits and caramel with a vanilla finish. ",Montgomerie's,Scotland,Highland,Scotch,Single Malt,"{'review_1': {'review_desc': '    Good and Simple   ', 'review_cont': ' I wanted to write a review because I felt that a 3.5 star overall rating is a little harsh. One of the reviews mentions how it left the person wanting more. I can understand this comment.The scotch has a nice clean and crisp taste but it is not over powering. Unlike most island scotch, it is not heavily peat or smokey.For someone who wants something ""light"" this is a perfect sipping scotch.Even though I gave it 4 stars, I wouldn\'t recommend it to a friend because I think there are better options for a better price. Nonetheless, it is a good bottle. ', 'review_scor': '4'}}"
1185,Mortlach 18 Yr,319.99,750ml,-1, Rich . Almond . Oak . Balanced ,-1," Speyside, Scotland - The nose begins nutty followed by notes of ginger and cinnamon paired with apples and a hint of lemon zest. Sweet syrup, toffee and caramel notes develop on the palate with oak and almond, and tropical fruit with a hint of tobacco. The finish is long yet balanced. ",Mortlach,Scotland,Speyside,Scotch,Single Malt,No Reviews
1186,Mortlach 25 Yr,999.99,750ml,-1, Rich . Chocolate . Spice . Balanced ,-1," Speyside, Scotland - The nose begins with vanilla, pineapple, lemon zest, and a hint of tobacco followed by notes of crushed almonds and light oak. The palate consists of dark chocolate, baking spices, and dried fruit. The finish is sweet with cocoa and oak spice. Enjoy neat. ",Mortlach,Scotland,Speyside,Scotch,Single Malt,No Reviews
1187,Mortlach Rare Old,139.99,750ml,1.0, ,-1," Speyside, Scotland - There's quite a bit of sweetness on thee nose with notes of hazelnut, cinnamon, and candied orange with vanilla. The palate is oily with dark chocolate, cherry, raisin, and oak leading through to a long and spicy finish. Sip neat or add a drop of water and enjoy. ",Mortlach,Scotland,Speyside,Scotch,Single Malt,
1188,Muirhead 20 Yr,95.99,750ml,-1, ,-1," Speyside, Scotland - To the nose, very subtle, barely there unless you get your nose in there. What you do pick up is a pleasant and a bit fruity. The taste is light, floral and very subtle. The finish is more pronounced once it sits with you for a couple seconds. ",Muirhead,Scotland,NA,Scotch,Single Malt,No Reviews
1189,Muirhead Maturity,31.99,750ml,-1, ,-1," Speyside, Scotland - Delicate and sweet with floral notes and hints of fuit. Soft and oily texture with nutty chacaters that balance with oak tannins. Long and sweet finish. Enjoy neat or on the rocks. ",Muirhead,Scotland,NA,Scotch,Single Malt,No Reviews
1190,Muirhead Speyside 12 yr Scotch,38.99,750ml,-1, ,-1," Speyside, Scotland - Soft sweet and delicate with clean floral notes. Long and elegant with mellow tones. Nose of barley and twist of smoke. Palate of grand malt and dried fruits with a long well defined floral finish. Enjoy neat. ",Muirhead,Scotland,NA,Scotch,Single Malt,No Reviews
1191,Muirhead Speyside 16 yr Scotch,54.99,750ml,4.0, ,-1," Speyside, Scotland - One of Speyside's most distinguished Single Malts, personally selected after sampling of aged casks by the master distiller. A rich and full nose of dried fruit, chocolate and herbs. Sweet and well rounded with hints of smoke and peat. Enjoy neat or on the rocks. ",Muirhead,Scotland,Speyside,Scotch,Single Malt,
1192,Muirhead's 1992 Speyside Single Malt Scotch,109.99,750ml,-1, ,-1," Speyside, Scotland - Rich, full aromas of dried fruit, chocolate and herbs with sweet, well-rounded flavors of toffee and barley sugar accompanied by hints of smoke and pear. Enjoy the long finish neat or on the rocks. ",Muirhead,Scotland,NA,Scotch,Single Malt,No Reviews
